时间,收盘,成交量,开盘,最高,最低,成交额
2025-10-26 09:20:00,119.01722025348141,334330,119.06573708239102,119.26938816015749,118.52850144590676,39791027.24734644
2025-10-26 09:21:00,117.50308328404493,128151,117.55098288190062,117.75204311083819,117.0205819567024,15058137.625933642
2025-10-26 09:22:00,117.30167909379904,159408,117.34949659015194,117.5502121951744,116.82000478976866,18698826.060984317
2025-10-26 09:23:00,120.97673980763693,158763,121.0260554257869,121.2330594491881,120.4799746513248,19206630.142079864
2025-10-26 09:24:00,119.41807785431385,424605,119.46675809100256,119.67109507860852,118.92771301057512,50705512.94733093
2025-10-26 09:25:00,117.21784384116178,473022,117.26562716245498,117.46619931647497,116.73651378869948,55446618.92943403
2025-10-26 09:26:00,116.30128927261435,391684,116.34869896460337,116.54770279661653,115.82372285582481,45553354.18745468
2025-10-26 09:27:00,118.34291128792755,581086,118.39115323785205,118.59365050151254,117.85696138617074,68767408.94865666
2025-10-26 09:28:00,117.45983544826923,287435,117.50771741634122,117.7087036436482,116.97751170893191,33762067.80207327
2025-10-26 09:29:00,118.71387981151751,242856,118.76227298507463,118.96540501519569,118.22640660671169,28830377.9955059
2025-10-26 09:30:00,118.18216663445641,534299,118.2303430575535,118.43256527007554,117.69687679630384,63144613.45062342
2025-10-26 09:31:00,119.65153055712442,211797,119.7003059597464,119.9050424096691,119.16020708969829,25341835.21740728
2025-10-26 09:32:00,115.72292985123818,581611,115.77010377763769,115.96811797538406,115.2477383439463,67305728.95370848
2025-10-26 09:33:00,121.31998538355637,106077,121.36944092420532,121.57703227716544,120.82181076256163,12869260.08953151
2025-10-26 09:34:00,125.32422172225122,584939,125.3753095716446,125.58975259736494,124.80960455954255,73307024.92999192
2025-10-26 09:35:00,121.56135135512638,121579,121.61090528751664,121.81890964323503,121.06218561629538,14779307.53640491
2025-10-26 09:36:00,119.24617139535526,545571,119.29478155515729,119.49882439259264,118.75651244879222,65057252.974335365
2025-10-26 09:37:00,120.82078290458814,363850,120.87003494761538,121.07677211222655,120.32465815200521,43960641.859834395
2025-10-26 09:38:00,116.33089231239408,596482,116.37831407192772,116.57736855787938,115.85320433704125,69389283.30828145
2025-10-26 09:39:00,114.9674103123859,136898,115.01427625467919,115.21099767842166,114.49532118479453,15738808.536945004
2025-10-26 09:40:00,120.56418862210862,376927,120.61333606564281,120.81963417024178,120.06911751916981,45443897.924765535
2025-10-26 09:41:00,117.44916697712624,584651,117.49704459624446,117.69801256866664,116.9668870455882,68666772.92234384
2025-10-26 09:42:00,115.52926477301057,361548,115.57635975272113,115.77404256899328,115.05486851001946,41769374.62015242
2025-10-26 09:43:00,116.63600665283268,414699,116.68355279084047,116.88312935976585,116.15706579057561,48368835.32292306
2025-10-26 09:44:00,116.0424641384464,447874,116.08976832154583,116.28832927632313,115.56596053181721,51972402.58354255
2025-10-26 09:45:00,119.0462127173002,327270,119.0947413648559,119.29844205180069,118.55737485836208,38960254.035990834
2025-10-26 09:46:00,120.10927987250977,413779,120.15824187455974,120.36376158207513,119.61607675523881,49698697.71636722
2025-10-26 09:47:00,120.83500027511751,392157,120.88425811379123,121.09101960583018,120.33881714193758,47386291.202889256
2025-10-26 09:48:00,120.85063393979361,550579,120.89989815145968,121.1066863943558,120.35438661030712,66537821.183937624
2025-10-26 09:49:00,120.51977850156715,122723,120.56890784151754,120.77512995569352,120.02488975930781,14790548.777047824
2025-10-26 09:50:00,118.23508222505808,240481,118.28328021895518,118.48559297566095,117.74957510032895,28433290.808564194
2025-10-26 09:51:00,117.24653385478189,575205,117.29432887142875,117.49495011710273,116.76508599290331,67440792.50593981
2025-10-26 09:52:00,115.145835450966,545131,115.1927741274561,115.38980085552089,114.67301365863267,62769564.42522055
2025-10-26 09:53:00,121.33816180293834,327828,121.38762475312204,121.59524720786213,120.83991254435766,39778046.90753367
2025-10-26 09:54:00,118.3049738900031,410066,118.35320037491975,118.55563272367164,117.81917977007211,48512847.42317801
2025-10-26 09:55:00,117.75253431178717,238690,117.80053559722059,118.00202266330443,117.26900866705118,28106352.41488048
2025-10-26 09:56:00,121.5282897317199,194060,121.57783018668964,121.78577797046638,121.02925975338754,23583779.90533756
2025-10-26 09:57:00,116.59417515506338,331849,116.64170424065124,116.84120923145046,116.11540606492186,38691660.43103263
2025-10-26 09:58:00,120.70926115636078,276676,120.75846773805422,120.96501407713465,120.21359434402966,33397355.539697275
2025-10-26 09:59:00,119.43120284715819,391828,119.47988843419058,119.68424788005034,118.94078410843822,46796489.3491963
2025-10-26 10:00:00,116.2626372640437,138867,116.3100311997171,116.5089688940471,115.78522956347607,16145043.648945957
2025-10-26 10:01:00,118.54700690863982,587197,118.5953320572165,118.79817855011487,118.0602189317862,69610446.81573257
2025-10-26 10:02:00,121.03734688744674,593105,121.08668721179733,121.29379494033546,120.54033286109956,71787855.6256791
2025-10-26 10:03:00,120.616179289762,449080,120.66534792705558,120.87173499319708,120.12089469824527,54166313.79544632
2025-10-26 10:04:00,122.27797457093847,368048,122.32782063152564,122.53705120551683,121.77586617185406,45004163.98488476
2025-10-26 10:05:00,119.5300308926683,254763,119.57875676650427,119.78328531762406,119.03920633767692,30451829.26030885
2025-10-26 10:06:00,126.73465868924332,506897,126.78632149685593,127.00317792971045,126.21424986822504,64241418.28560137
2025-10-26 10:07:00,116.54150105071741,442365,116.58900866394603,116.78842352377012,116.0629482555407,51553881.11230061
2025-10-26 10:08:00,117.78042309236432,181308,117.82843574653238,118.02997053327555,117.2967829283045,21354532.95003039
2025-10-26 10:09:00,118.5824817248623,555463,118.63082133458659,118.83372852865529,118.09554807824891,65868181.04633719
2025-10-26 10:10:00,115.35812605980975,511268,115.4051512756017,115.6025412553976,114.88443254141028,58978918.39434681
2025-10-26 10:11:00,121.20244411130265,574899,121.25185173678618,121.45924196417198,120.70475214845011,69679163.91714379
2025-10-26 10:12:00,120.87248009004128,462859,120.92175320719122,121.12857883116577,120.37614305400243,55946915.26199642
2025-10-26 10:13:00,118.77212299074657,406707,118.82053990687098,119.02377159724453,118.2844106227588,48305453.82519756
2025-10-26 10:14:00,117.45801263294825,309121,117.50589385795787,117.70687696623465,116.97569637861292,36308738.3231096
2025-10-26 10:15:00,115.17694054628144,566364,115.22389190262227,115.42097185480178,114.7039910275144,65232072.75555415
2025-10-26 10:16:00,116.85288037674049,533031,116.90051492233616,117.10046258518827,116.37304896883367,62286207.68009436
2025-10-26 10:17:00,120.49297822252238,122609,120.54209663746083,120.74827289351894,119.99819952988771,14773523.566885246
2025-10-26 10:18:00,118.22322013484218,113183,118.27141329321212,118.47370575262434,117.73776171925424,13380858.724521842
2025-10-26 10:19:00,117.7133888654368,288231,117.76137419340692,117.96279427748327,117.2300239631196,33928647.786073714
2025-10-26 10:20:00,119.91771512310284,505276,119.96659903465336,120.17179095457972,119.42529862558071,60591543.42654091
2025-10-26 10:21:00,121.47716661486876,593638,121.52668622973228,121.73454653643786,120.97834656270216,72113462.23491746
2025-10-26 10:22:00,119.33754026554924,175208,119.38618767145593,119.59038685071181,118.84750613222587,20908891.75484635
2025-10-26 10:23:00,119.47382943149009,397065,119.52253239505585,119.72696477951912,118.98323565580134,47438876.08321461
2025-10-26 10:24:00,121.98454761600959,290445,122.0342740624322,122.24300255180496,121.4836441120758,35429801.932331905
2025-10-26 10:25:00,119.14386428185968,584957,119.19243273663187,119.39630051575313,118.65462543761804,69694037.41872379
2025-10-26 10:26:00,117.9925878805355,521059,118.04068702271518,118.24258484589696,117.50807650706527,61481099.84844395
2025-10-26 10:27:00,120.32536945372422,519164,120.37441954370985,120.58030900340071,119.83127901071806,62468600.107073285
2025-10-26 10:28:00,118.11762727785754,334346,118.16577739177923,118.367889170622,117.6326024567952,39492156.209842555
2025-10-26 10:29:00,117.8535890036708,307409,117.90163148359007,118.10329146496188,117.36964839941541,36229253.94202944
2025-10-26 10:30:00,121.7515375241142,236703,121.80116898503186,122.00949876944208,121.25159082638056,28818954.186570402
2025-10-26 10:31:00,118.03375261268806,128187,118.08186853548371,118.28383679588501,117.54907220503296,15130392.646162644
2025-10-26 10:32:00,112.42218389482609,532361,112.46801228713818,112.66037855872712,111.96054619617206,59849186.240433514
2025-10-26 10:33:00,119.54745216191364,506450,119.59618513745085,119.8007434982087,119.05655607019914,60544807.14740116
2025-10-26 10:34:00,117.78783626042657,599858,117.8358519365389,118.0373994079983,117.30416565577464,70655975.88350697
2025-10-26 10:35:00,118.04043887684284,598318,118.08855752526368,118.29053722657159,117.55573101347134,70625719.30791485
2025-10-26 10:36:00,119.80252142100528,377715,119.85135837436668,120.05635318566009,119.31057794182965,45251209.37853501
2025-10-26 10:37:00,118.33268765331628,484493,118.3809254356226,118.58340520556072,117.84677973273249,57331358.83921817
2025-10-26 10:38:00,119.23738681752624,572382,119.28599339633504,119.4900212024267,118.74776394295677,68249333.9413893
2025-10-26 10:39:00,113.92493800055072,524823,113.97137898374407,114.16631662687568,113.45712956296443,59790427.73626304
2025-10-26 10:40:00,116.48767971631045,223674,116.5351653895167,116.73448815533342,116.00934792695388,26055265.272866026
2025-10-26 10:41:00,122.06076229252096,325272,122.11051980751006,122.31937870827187,121.55954582928813,39702948.27241288
2025-10-26 10:42:00,118.68295631281833,164579,118.73133688055175,118.93441599728914,118.19561008875847,19532722.26700733
2025-10-26 10:43:00,114.75320207837585,577025,114.7999806996561,114.99633559040755,114.281992551169,66215466.42927483
2025-10-26 10:44:00,116.1802360727597,403087,116.22759641796198,116.42639311512049,115.70316673509333,46830742.81786049
2025-10-26 10:45:00,116.37007023796181,214321,116.41750796819875,116.61662949173329,115.8922213868212,24940549.823470213
2025-10-26 10:46:00,118.97003462065335,435850,119.0185322145542,119.22210255270197,118.48150957080688,51853089.589411765
2025-10-26 10:47:00,117.69975784992117,409064,117.74773762126976,117.94913438123389,117.21644892045929,48146733.74512015
2025-10-26 10:48:00,117.16175111959853,279081,117.20951157494872,117.4099877483772,116.68065139992285,32697618.66420868
2025-10-26 10:49:00,118.73635522970059,156778,118.78475756525978,118.98792805320338,118.24878973438797,18615248.300202
2025-10-26 10:50:00,119.86145221841682,435786,119.91031319464994,120.11540884278344,119.36926675250196,52233942.81645499
2025-10-26 10:51:00,118.11193203350497,360153,118.1600798257862,118.36218185946228,117.62693059874776,42538366.65766291
2025-10-26 10:52:00,117.36233587221913,486159,117.41017809503208,117.61099749023106,116.88041249407698,57056755.84530218
2025-10-26 10:53:00,117.7261415081483,360081,117.77413203467526,117.97557393987486,117.24272423982622,42390946.76039555
2025-10-26 10:54:00,119.5339244550547,526090,119.58265191608369,119.78718712950139,119.04308391198057,62885602.31655973
2025-10-26 10:55:00,118.70948148024162,375953,118.75787286083897,118.96099736494905,118.22202633624424,44629185.69094128
2025-10-26 10:56:00,120.54898306894123,380468,120.59812431400078,120.80439640028675,120.05397440436047,45865030.49027393
2025-10-26 10:57:00,115.99677733875485,538326,116.04406289783802,116.24254567765897,115.52046133521553,62444081.15766255
2025-10-26 10:58:00,116.88593925318247,301741,116.93358727507886,117.13359150517228,116.40597209605684,35269280.19619453
2025-10-26 10:59:00,120.56285992219715,167007,120.61200682409286,120.81830265514546,120.06779427528087,20134841.54702638
2025-10-26 11:00:00,116.82303355992542,114391,116.87065593860186,117.07055253038712,116.34332471160026,13363503.63195343
2025-10-26 11:01:00,122.01340679208913,477568,122.0631450028237,122.27192287330534,121.51238478410951,58269698.65488442
2025-10-26 11:02:00,122.06372231639305,410154,122.11348103802243,122.3223450036988,121.56249369845408,50064923.962957874
2025-10-26 11:03:00,122.03313930253904,452039,122.08288555714182,122.29169719204017,121.5320362672177,55163738.257180445
2025-10-26 11:04:00,116.6358889884746,206482,116.68343507851705,116.88301144610624,116.1569486093811,24083211.630118214
2025-10-26 11:05:00,118.90959608271889,168185,118.95806903912444,119.1615359605283,118.42131921082623,19998810.417172078
2025-10-26 11:06:00,117.55533071743389,107272,117.60325161371834,117.80440124355182,117.07261484715976,12610395.436720569
2025-10-26 11:07:00,120.91909259209586,275293,120.96838471062041,121.17529009352614,120.42256415176801,33288179.756955847
2025-10-26 11:08:00,122.77940787190127,394958,122.8294583394946,123.0395469190076,122.27524044401075,48492709.37427038
2025-10-26 11:09:00,120.80137905719475,296122,120.85062319033179,121.05732715290357,120.30533398236888,35771945.96917462
2025-10-26 11:10:00,118.7487195581887,318737,118.7971269340102,119.00031857863026,118.26110329140064,37849610.625818394
2025-10-26 11:11:00,117.859018217024,552079,117.90706291013741,118.1087321814687,117.37505531886299,65067488.9182364
2025-10-26 11:12:00,120.2682884296075,274127,120.31731525077306,120.523107038782,119.77443237764142,32968785.102343015
2025-10-26 11:13:00,115.82324366925585,356994,115.87045848812734,116.068644333448,115.34764024468492,41348203.05046232
2025-10-26 11:14:00,120.00055736844276,491826,120.04947505025807,120.25480872204616,119.50780069692502,59019394.128291726
2025-10-26 11:15:00,116.55503562974238,298271,116.60254876028061,116.80198677920386,116.07642725770621,34764987.03231889
2025-10-26 11:16:00,120.20052257684843,411043,120.24952177357211,120.45519760702489,119.70694479089028,49407583.40155551
2025-10-26 11:17:00,118.34485368438472,531181,118.3930964261183,118.59559701342499,117.8588958065915,62862537.72492516
2025-10-26 11:18:00,117.805056550278,574760,117.85307924616322,118.05465618336363,117.32131523418191,67709634.30283777
2025-10-26 11:19:00,116.62432128497575,173536,116.67186265949644,116.87141923351895,116.14542840618724,20238518.21850955
2025-10-26 11:20:00,117.8799005664823,563293,117.92795377219056,118.12965877543496,117.39585191941113,66400922.82979552
2025-10-26 11:21:00,120.04753946395259,346058,120.09647629780561,120.30189036093847,119.55458987048922,41543411.41181651
2025-10-26 11:22:00,121.20569484147899,229122,121.2551037921079,121.46249958183756,120.70798953019693,27770891.21346935
2025-10-26 11:23:00,119.97707822195078,329567,120.02598633259873,120.23127982907877,119.48441796253586,39540485.73837365
2025-10-26 11:24:00,121.96560921215182,590016,122.01532793842017,122.22402402217676,121.46478347473055,71961660.88491696
2025-10-26 11:25:00,124.75634968043109,346309,124.80720603936757,125.02067737583904,124.24406436303474,43204246.70148041
2025-10-26 11:26:00,117.9564891448002,264375,118.00457357149432,118.20640962591338,117.47212600308204,31184746.817656554
2025-10-26 11:27:00,118.23816716348945,416700,118.28636641494768,118.48868445031006,117.75264737111921,49269844.257026054
2025-10-26 11:28:00,115.30756975203991,220072,115.35457435878277,115.55187783137792,114.8340838323257,25375967.490470927
2025-10-26 11:29:00,121.55443558261501,137931,121.60398669582204,121.81197921792071,121.05529824192747,16766124.854345672
2025-10-26 11:30:00,121.8124758081416,164439,121.86213211027379,122.07056616654644,121.3122788803535,20030721.709414996
2025-10-26 13:00:00,116.66793260592418,164022,116.71549175840165,116.9151229560164,116.1888606465562,19136107.641888894
2025-10-26 13:01:00,120.19361890907315,175951,120.24261529154805,120.44827931209358,119.70006947155295,21148187.44067033
2025-10-26 13:02:00,121.61698937727493,169413,121.66656599025205,121.87466554852307,121.1175951727834,20603499.021372277
2025-10-26 13:03:00,119.26433651671775,420437,119.31295408144894,119.51702800133215,118.77460297896167,50143139.85207926
2025-10-26 13:04:00,120.73919464079009,190940,120.78841342473241,120.99501098317717,120.24340491299526,23053941.82471246
2025-10-26 13:05:00,119.14215394344079,272833,119.1907217010013,119.39458655355224,118.65292212233875,32505911.28685078
2025-10-26 13:06:00,115.83753518164542,548394,115.88475582638699,116.08296612600003,115.36187307202978,63524609.26840326
2025-10-26 13:07:00,121.21872342404188,336980,121.26813768571327,121.47555576872853,120.72096461366682,40848285.41943363
2025-10-26 13:08:00,121.87352249734538,433778,121.92320368488296,122.13174219851082,121.3730748943601,52866052.841853485
2025-10-26 13:09:00,120.4711081882619,186159,120.52021768798028,120.7263565220919,119.97641930025418,22426781.029218648
2025-10-26 13:10:00,116.46051390051078,196144,116.50798849969568,116.70726478192243,115.98229366177752,22843031.038501784
2025-10-26 13:11:00,116.94330026205094,120434,116.9909716669019,117.19107404776084,116.46309756418762,14083949.423759842
2025-10-26 13:12:00,116.0427591787629,184467,116.09006348213417,116.28862494175671,115.56625436061363,21406059.657428857
2025-10-26 13:13:00,120.55534807412798,239295,120.60449191385297,120.81077489133739,120.0603132730122,28848292.017398454
2025-10-26 13:14:00,121.73884774964183,188505,121.7884740376306,121.99678210849177,121.2389531597581,22948381.495046236
2025-10-26 13:15:00,119.73496555877901,144351,119.78377497330021,119.98865418935351,119.24329948333,17283862.01337531
2025-10-26 13:16:00,120.960345422064,160317,121.00965435711718,121.21663032798713,120.4636475857964,19391999.69702903
2025-10-26 13:17:00,116.66675736545164,330389,116.71431603884767,116.91394522550142,116.18769023195777,38545413.29921421
2025-10-26 13:18:00,119.07336076276853,203166,119.1219004771016,119.32564761722945,118.58441142617718,24191658.41272863
2025-10-26 13:19:00,115.47419216054745,282134,115.52126469015784,115.71885327135324,115.0000220414827,32579195.731023893
2025-10-26 13:20:00,116.8943815897423,351708,116.94203305311882,117.14205172894484,116.41437976596383,41112689.16016509
2025-10-26 13:21:00,120.81345153391737,445197,120.86270058834468,121.06942520820363,120.31735688604303,53785786.182545416
2025-10-26 13:22:00,118.15807917040642,119656,118.20624577435827,118.40842677067644,117.67288824228287,14138323.121214151
2025-10-26 13:23:00,121.59873195077421,499705,121.6483011211944,121.85636943907367,121.09941271650708,60763494.34946162
2025-10-26 13:24:00,120.00441355347004,413950,120.05333280724166,120.25867307737103,119.5116410473517,49675826.99045893
2025-10-26 13:25:00,125.22000106092545,140879,125.27104642523993,125.48531111836301,124.70581185811383,17640868.529462118
2025-10-26 13:26:00,118.9496557180249,536789,118.99814500455871,119.20168047224425,118.46121434979165,63850866.74322287
2025-10-26 13:27:00,115.3874402120873,560436,115.43447737766019,115.63191751707747,114.91362632137938,64667275.442701355
2025-10-26 13:28:00,118.645013888681,130538,118.69337898935767,118.89639318258607,118.15782346708605,15487682.823000642
2025-10-26 13:29:00,116.44028670319719,238438,116.48775305685704,116.68699472820542,115.96214952313166,27763789.08093693
2025-10-26 13:30:00,121.04735905763405,503100,121.09670346340032,121.30382832382277,120.55030391844736,60898926.34189569
2025-10-26 13:31:00,118.826689289644,474129,118.87512844947216,119.07845350856627,118.33875285679844,56339179.36620962
2025-10-26 13:32:00,118.40104850548228,192260,118.44931415477929,118.65191089738062,117.91485987565251,22763785.585664023
2025-10-26 13:33:00,118.43224860492026,204674,118.480526972796,118.68317710207418,117.94593185854265,24240002.05096345
2025-10-26 13:34:00,120.4849749162053,285236,120.53409006863231,120.7402526301851,119.99022908743952,34366652.30519874
2025-10-26 13:35:00,117.65261621940247,342261,117.70057677367964,117.90189286931769,117.16950086698269,40267902.07986891
2025-10-26 13:36:00,120.57214185470885,409127,120.62129254034217,120.82760425376503,120.0770380935182,49329318.680591464
2025-10-26 13:37:00,121.20975662871656,284456,121.25916723511457,121.46656997499268,120.7120346385723,34478842.5315782
2025-10-26 13:38:00,117.9145767194555,331267,117.96264406073992,118.16440839855717,117.43038568216468,39061208.08612386
2025-10-26 13:39:00,116.5280710931275,473735,116.57557323169493,116.77496511143822,116.04957344520464,55203425.75930275
2025-10-26 13:40:00,117.50894921606506,118341,117.55685120514129,117.75792147131024,117.02642380152493,13906126.559178356
2025-10-26 13:41:00,120.41318882237655,226218,120.46227471152868,120.66831443946676,119.91873776788042,27239630.74902038
2025-10-26 13:42:00,118.94660073301193,456674,118.99508877419498,119.19861901447739,118.45817190942248,54319819.943147495
2025-10-26 13:43:00,120.22314416195651,547603,120.27215258026655,120.47786712164897,119.7294734852883,65834554.41251987
2025-10-26 13:44:00,122.9131716973715,355838,122.96327669318032,123.17359415677552,122.40845499688713,43737177.190449275
2025-10-26 13:45:00,119.27541482309852,366056,119.32403690385095,119.5281297798905,118.78563579464225,43661481.24848415
2025-10-26 13:46:00,116.80615284014604,153586,116.85376833747378,117.05363604455842,116.32651330889301,17939789.79010667
2025-10-26 13:47:00,121.23790048677418,323706,121.28732256588802,121.49477346289007,120.74006292988487,39245435.81497172
2025-10-26 13:48:00,118.84896436374099,366308,118.89741260390187,119.10077577800857,118.36093646305886,43535326.43815324
2025-10-26 13:49:00,120.79866671980722,221235,120.84790974727225,121.0546090687473,120.3026327826158,26724893.03175655
2025-10-26 13:50:00,121.25873715998486,234621,121.30816773307384,121.5156542838321,120.76081404174515,28449846.171212807
2025-10-26 13:51:00,116.4498027431033,288642,116.49727297593358,116.69653093023479,115.97162648745136,33612303.96337482
2025-10-26 13:52:00,122.00863131940616,110035,122.058367583441,122.26713728258275,121.50762892088568,13425219.747230858
2025-10-26 13:53:00,120.87625434873472,261039,120.92552900444406,121.13236108657524,120.37990181450826,31553416.558939364
2025-10-26 13:54:00,117.29301078195627,205724,117.34082474471126,117.54152551733344,116.81137207249799,24129987.35010717
2025-10-26 13:55:00,119.44993259164923,263748,119.49862581377684,119.70301730821446,118.95943694323186,31504680.8211823
2025-10-26 13:56:00,119.33775544856846,159881,119.38640294219353,119.59060248965037,118.84772043164196,19079839.678872574
2025-10-26 13:57:00,118.78383299593406,545263,118.83225468558886,119.03550641302236,118.2960725433098,64768429.130862
2025-10-26 13:58:00,120.79740068898737,396796,120.84664320036069,121.05334035552282,120.30137195048125,47931925.403787434
2025-10-26 13:59:00,122.14006620907523,439551,122.18985605194547,122.39885065011345,121.63852410123859,53686788.242265224
2025-10-26 14:00:00,118.744355217564,494585,118.79276081428188,118.99594499105258,118.25675687200903,58729176.925278895
2025-10-26 14:01:00,121.8872370490627,349221,121.93692382727497,122.14548580795433,121.38673313019854,42565582.80951073
2025-10-26 14:02:00,121.07353268655982,143460,121.12288776188694,121.33005740816247,120.5763700709534,17369208.99921387
2025-10-26 14:03:00,119.27860248941211,368553,119.32722586960223,119.53132420007668,118.78881037148462,43960486.7832803
2025-10-26 14:04:00,119.14535460995687,393420,119.19392367225453,119.3977940014851,118.65610964600104,46874165.41064923
2025-10-26 14:05:00,115.9901932277672,472719,116.03747610286744,116.2359476165767,115.51390426047408,54830768.15243688
2025-10-26 14:06:00,115.1633711835996,315829,115.2103170084514,115.40737374201322,114.69047738452366,36371932.35754508
2025-10-26 14:07:00,119.11885919700319,163790,119.16741745856619,119.37124245133711,118.62972303080451,19510477.947877154
2025-10-26 14:08:00,116.69456838810068,241887,116.7421383985337,116.94181517279472,116.2153870545793,28226899.06369251
2025-10-26 14:09:00,118.63288833293872,281541,118.6812484906877,118.8842419358051,118.1457477023499,33400022.0141439
2025-10-26 14:10:00,117.45742781179221,422958,117.50530879840214,117.70629090598794,116.97511395890011,49679558.75242001
2025-10-26 14:11:00,114.48014923887364,385389,114.52681655140488,114.72270421980873,114.01006094486179,44119390.23502027
2025-10-26 14:12:00,119.57543991184303,278048,119.6241842964593,119.82879054722353,119.08442889440818,33247711.916608132
2025-10-26 14:13:00,117.7426835399316,593257,117.79068080974264,117.9921510201118,117.25919834528733,69851671.2088492
2025-10-26 14:14:00,118.91744100277619,402887,118.96591715712773,119.16939750202124,118.42913191739402,47910291.05328549
2025-10-26 14:15:00,116.6062560216796,218613,116.65379003197782,116.8533156944202,116.1274373240383,25491643.447667442
2025-10-26 14:16:00,117.93196895594728,150891,117.98004338709787,118.18183748487505,117.44770650115015,17794872.727731843
2025-10-26 14:17:00,122.43219118814085,176429,122.48210011443112,122.69159456939883,121.92944953143954,21600589.0591325
2025-10-26 14:18:00,119.03225544935486,222978,119.08077840729374,119.28445521187383,118.54347490295802,26541574.255586248
2025-10-26 14:19:00,120.03199702208892,180340,120.08092752013614,120.28631498850372,119.53911125034512,21646570.342963517
2025-10-26 14:20:00,115.70926985102894,193283,115.75643820899144,115.95442903302973,115.23413443561182,22364634.804616425
2025-10-26 14:21:00,124.39986766856543,242547,124.45057870922997,124.66344006719777,123.88904616845022,30172814.70340754
2025-10-26 14:22:00,123.10426586713542,186686,123.15444876161405,123.36509320758663,122.59876447923706,22981842.977672044
2025-10-26 14:23:00,121.9645382150933,548382,122.01425650477456,122.22295075594168,121.46371687549282,66883157.39546929
2025-10-26 14:24:00,120.69494400532665,140116,120.74414475069854,120.95066659161617,120.19933598331987,16911292.774250347
2025-10-26 14:25:00,118.76296426412705,362255,118.81137744673818,119.01459346555981,118.27528950449496,43022477.619501345
2025-10-26 14:26:00,119.77672843091818,305198,119.8255548698844,120.03050554663812,119.28489086515015,36555617.96365937
2025-10-26 14:27:00,121.21557086982828,591189,121.26498384637527,121.47239653503614,120.71782500474411,71661312.12696292
2025-10-26 14:28:00,117.2344418594933,156019,117.28223194689323,117.48283250188172,116.75304365081202,18290800.384476285
2025-10-26 14:29:00,117.6715258414424,298927,117.71949410414105,117.92084255614652,117.18833284069648,35175196.20520485
2025-10-26 14:30:00,114.76358419204132,584735,114.81036704554303,115.00673970119131,114.29233203290104,67106284.402533285
2025-10-26 14:31:00,116.89429057774294,532753,116.94194200401883,117.14196052411367,116.4142891276858,62275783.98816428
2025-10-26 14:32:00,122.67183355120774,508536,122.72184016661815,122.9317446750673,122.16810785430054,62383043.54679698
2025-10-26 14:33:00,117.93332281482354,228951,117.98139779786854,118.18319421224174,117.44905480069396,27000952.191776663
2025-10-26 14:34:00,117.97226571120721,185443,118.02035656914693,118.22221961894317,117.48783778638703,21877130.8702834
2025-10-26 14:35:00,119.48155650933714,434321,119.53026262281107,119.73470822912348,118.99093100405275,51893349.10469182
2025-10-26 14:36:00,114.89870752078096,564687,114.9455454566935,115.14214932267814,114.42690050653688,64881806.45378724
2025-10-26 14:37:00,120.97185269310476,378381,121.0211663190447,121.22816198007499,120.47510760468516,45773450.59386967
