date,close,position,capital,total_value,open,high,low,volume,daily_return
2024-12-11,42.63044326833446,0,100000.0,100000.0,42.10533277497821,42.750219139477515,41.25084974094814,14238820,0.0
2024-12-12,44.04084326357897,0,100000.0,100000.0,43.05242916673449,44.89236219050552,42.49527483584335,47752230,0.0
2024-12-13,44.60549585096101,0,100000.0,100000.0,44.70012649887204,45.48997540807403,43.904354336724275,36268187,0.0
2024-12-16,45.29157774336154,0,100000.0,100000.0,43.8934412596134,45.537673612902424,43.60006681111916,47544258,0.0
2024-12-17,47.78737632251923,0,100000.0,100000.0,46.42472036669239,48.17075704520676,45.66449999887982,34030420,0.0
2024-12-18,51.03294168437188,0,100000.0,100000.0,48.31679057683836,51.22125826127147,47.118394372825726,41262649,0.0
2024-12-19,53.04038925660561,0,100000.0,100000.0,50.75820076904714,53.79222452020775,49.59765305294374,46277883,0.0
2024-12-20,54.55431508037437,0,100000.0,100000.0,52.9807675508643,54.63763774221528,51.70699257509369,46112369,0.0
2024-12-23,56.669695494883335,0,100000.0,100000.0,53.488562351065596,57.900054866372315,52.958731920272534,8262101,0.0
2024-12-24,58.52798390004111,0,100000.0,100000.0,56.562786725902754,58.92504131189976,55.44523603059496,5883245,0.0
2024-12-25,61.00991369778999,0,100000.0,100000.0,58.188458755416974,62.03820657899196,57.609701776545165,26222209,0.0
2024-12-26,62.59398326400833,0,100000.0,100000.0,62.420855969001025,63.190265638817046,62.19601194091329,15333622,0.0
2024-12-27,64.10659748028365,0,100000.0,100000.0,62.34540434097537,65.94619894746377,60.4860840602874,3900630,0.0
2024-12-30,66.81981382250665,0,100000.0,100000.0,64.35072282114218,67.48889362087682,64.02107571949342,3219162,0.0
2024-12-31,67.52029243717743,0,100000.0,100000.0,67.04233351672198,68.44147164713287,65.41465809437494,16443213,0.0
2025-01-01,68.70274637971094,0,100000.0,100000.0,66.47811256762463,70.47003597010098,65.49612599996775,26727437,0.0
2025-01-02,70.4314802807237,0,100000.0,100000.0,68.77925262134939,70.69455715091547,67.09512292310015,35505711,0.0
2025-01-03,72.8663462031446,0,100000.0,100000.0,70.57153946668382,72.89002665910832,70.2356732871737,33243331,0.0
2025-01-06,76.25140115011139,0,100000.0,100000.0,72.52991214733669,77.37314035842299,71.07702401128371,21070158,0.0
2025-01-07,79.25042949752904,0,100000.0,100000.0,77.8898583013202,80.01595997317911,76.35994363694094,23796931,0.0
2025-01-08,80.2294092647991,0,100000.0,100000.0,78.09433782973686,80.91878792454212,76.17059973822866,36977601,0.0
2025-01-09,81.83625311469513,0,100000.0,100000.0,80.93074996661467,83.2436843186608,80.59725177504382,39476680,0.0
2025-01-10,82.40160876104659,0,100000.0,100000.0,82.49579375774478,83.00166839468287,81.34112087089103,12303891,0.0
2025-01-13,82.5501427364486,0,100000.0,100000.0,81.23093423483401,84.01114082001145,79.92474307065925,21485573,0.0
2025-01-14,82.90195430157546,0,100000.0,100000.0,81.63166421013261,83.05172780864811,79.86884692188094,20809171,0.0
2025-01-15,84.68749646593889,0,100000.0,100000.0,82.63235719044583,86.02343776733966,80.46389972980175,21862987,0.0
2025-01-16,87.74713224151803,0,100000.0,100000.0,84.71086522784736,87.91262577192037,83.67150421641583,23690586,0.0
2025-01-17,89.61891894690147,0,100000.0,100000.0,87.41387303171423,89.8202762718965,85.46717782449655,17911067,0.0
2025-01-20,90.26127245480616,0,100000.0,100000.0,90.40857202346788,92.76237001715873,88.63638369910223,24807634,0.0
2025-01-21,91.91220434866621,0,100000.0,100000.0,88.7507078870047,92.58318741781785,88.68585630132245,20353261,0.0
2025-01-22,92.28107409158453,0,100000.0,100000.0,91.71395076372936,93.95514748214293,91.6418315013111,43131995,0.0
2025-01-23,93.65457643875216,0,100000.0,100000.0,91.77654788794082,94.26145945872594,90.62764212192202,5863873,0.0
2025-01-24,95.26254349210754,0,100000.0,100000.0,92.39564653088713,96.03630650128345,90.77232089864944,4761341,0.0
2025-01-27,96.74835427841492,0,100000.0,100000.0,95.28920858207861,99.33920635989688,92.55016429818106,23105583,0.0
2025-01-28,96.52184496340777,0,100000.0,100000.0,96.98440542196981,97.01956817799784,95.19237551462024,42091811,0.0
2025-01-29,98.14760596162863,0,100000.0,100000.0,96.70110944730155,101.07549278673127,96.27069553628692,26416926,0.0
2025-01-30,98.80172043356004,0,100000.0,100000.0,98.32132705671658,99.45242461477235,97.87044639573439,10116241,0.0
2025-01-31,99.26863911731495,0,100000.0,100000.0,98.5279296549131,100.60626316228094,98.31948120804803,43474049,0.0
2025-02-03,99.92005556725884,0,100000.0,100000.0,99.07379885447192,100.72936436203571,96.87401657614404,23620544,0.0
2025-02-04,101.26821245527307,0,100000.0,100000.0,99.07737781848894,103.22570195198473,97.16631391683838,15023139,0.0
2025-02-05,102.10393110080167,0,100000.0,100000.0,101.6916342146985,104.21841449740633,100.31994222070594,23351659,0.0
2025-02-06,103.55003477179355,0,100000.0,100000.0,101.89640128696492,105.04343036141026,101.6624549409391,25840125,0.0
2025-02-07,103.97582532221217,0,100000.0,100000.0,104.20254777126794,106.47569049305613,102.33948821112219,12295082,0.0
2025-02-10,105.14198457852065,0,100000.0,100000.0,104.19645311382959,107.38230514908213,102.12250337075072,1023697,0.0
2025-02-11,105.42111314978362,0,100000.0,100000.0,105.1217995889347,107.72325454819786,103.00050293272263,29127185,0.0
2025-02-12,105.176703868706,0,100000.0,100000.0,104.88558323354445,108.31539895209522,103.2256505137247,33940939,0.0
2025-02-13,104.93884521549776,0,100000.0,100000.0,104.11745672964109,107.7646862864988,101.73688161060126,27952998,0.0
2025-02-14,105.33346898269747,0,100000.0,100000.0,106.44166065013641,107.65407666781945,104.3522486945333,41339734,0.0
2025-02-17,105.65241735589188,0,100000.0,100000.0,104.31951956837203,105.87543162472609,102.64449712334968,20874926,0.0
2025-02-18,105.75036000344656,0,100000.0,100000.0,106.7211113014051,109.02671322350307,104.01659831237227,24835583,0.0
2025-02-19,104.9727188607304,0,100000.0,100000.0,105.28434956193281,106.59708708068194,104.50247769170272,16423725,0.0
2025-02-20,105.34243803390657,0,100000.0,100000.0,103.81109819390014,106.48800916048747,103.34489525870785,7575963,0.0
2025-02-21,105.49109040124803,0,100000.0,100000.0,107.2009976847209,108.60498613682094,102.64545889379158,12441072,0.0
2025-02-24,105.08668641605072,0,100000.0,100000.0,103.27924787080602,106.68199127671446,100.1985489975736,38322627,0.0
2025-02-25,104.77274312181375,0,100000.0,100000.0,105.91724536374463,106.98085079240431,104.24873679864626,36832809,0.0
2025-02-26,104.6490925861151,0,100000.0,100000.0,104.0105359280523,107.7140900393582,102.1209786526402,11807619,0.0
2025-02-27,104.68024586521908,0,100000.0,100000.0,103.823246237438,106.77349359771786,102.47653740061,2497887,0.0
2025-02-28,104.12281296657478,0,100000.0,100000.0,105.60663076652209,106.92635810097264,103.24925999609017,15193155,0.0
2025-03-03,103.71156523562024,0,100000.0,100000.0,106.0277919496173,107.44087278219381,101.09126874818318,42860942,0.0
2025-03-04,102.22952149863781,0,100000.0,100000.0,105.44839323753192,108.21389869210198,101.3622622478116,42689519,0.0
2025-03-05,101.75572564676874,0,100000.0,100000.0,101.99735480145054,103.03562122623809,99.7205564683636,18025860,0.0
2025-03-06,101.34683434500752,0,100000.0,100000.0,100.39654701588972,103.29582634841321,99.45521885041956,16945271,0.0
2025-03-07,101.1419135034396,0,100000.0,100000.0,101.67884023383603,104.24486763982614,100.14943972934908,24662670,0.0
2025-03-10,100.46318827491447,0,100000.0,100000.0,101.06481806332445,101.86501567825597,100.10991571193334,38971121,0.0
2025-03-11,100.25430415014088,0,100000.0,100000.0,99.58420022957623,101.38315619326895,98.54464025655331,27457225,0.0
2025-03-12,99.99837690467926,0,100000.0,100000.0,99.40517193882076,101.13880501513576,97.1093729221276,12288575,0.0
2025-03-13,99.57445428637163,0,100000.0,100000.0,98.86796128464538,101.70903211253669,98.29103777754527,48702791,0.0
2025-03-14,98.22574005698337,0,100000.0,100000.0,100.81564770816995,102.71201965106495,97.55060992145432,45970565,0.0
2025-03-17,96.50808512220867,0,100000.0,100000.0,95.69012473830935,98.51251235284491,94.27288406073832,7789774,0.0
2025-03-18,95.95899118111133,0,100000.0,100000.0,95.91915373212665,98.53002750905443,93.94226085445021,18621195,0.0
2025-03-19,94.47250042828107,0,100000.0,100000.0,95.82964637324764,97.40149228049073,93.44385265783092,2049713,0.0
2025-03-20,93.53965528645132,0,100000.0,100000.0,95.31672249253239,95.38944351969563,90.95366028256778,27672723,0.0
2025-03-21,91.57613950713387,0,100000.0,100000.0,94.83189324535807,97.18010046247893,90.83228362584627,38806774,0.0
2025-03-24,90.51619830406821,0,100000.0,100000.0,91.83212739921377,92.50447519673776,89.58551553981948,2409289,0.0
2025-03-25,89.19578954910675,0,100000.0,100000.0,89.25044297971654,89.81320531856127,86.54489251219672,16817346,0.0
2025-03-26,88.13724852166688,0,100000.0,100000.0,90.04993374841389,90.29877843163712,86.50467442132273,11107460,0.0
2025-03-27,87.04835458844164,0,100000.0,100000.0,87.18316113386152,89.37835802629486,85.85093295128569,36329783,0.0
2025-03-28,86.09048237487075,0,100000.0,100000.0,85.14993011749262,88.51007910909271,84.3805816690014,28068353,0.0
2025-03-31,86.1292611743337,0,100000.0,100000.0,85.20145135023277,87.47216019407861,85.02632584977479,25175715,0.0
2025-04-01,83.43806663720046,0,100000.0,100000.0,85.91618361901328,87.5182583054638,82.13650808963362,47914064,0.0
2025-04-02,82.90480342811725,0,100000.0,100000.0,83.49915626057691,84.53468041688765,80.80853413825447,1243931,0.0
2025-04-03,81.35070989957694,0,100000.0,100000.0,81.98179154277462,84.35998273034573,79.01834796592419,11019705,0.0
2025-04-04,78.60948900948006,0,100000.0,100000.0,80.77289651248128,81.28328183972039,77.7369973361102,38697368,0.0
2025-04-07,76.93816926543573,0,100000.0,100000.0,78.63964044059485,79.28195319311638,75.12776969059745,41052168,0.0
2025-04-08,75.58902493586345,0,100000.0,100000.0,76.48259747638325,77.9678152634623,74.71167093134234,39500952,0.0
2025-04-09,74.66595498137417,0,100000.0,100000.0,75.52341162508183,76.81167337623609,74.12867055792857,12150770,0.0
2025-04-10,72.75433037957859,0,100000.0,100000.0,74.33839631469641,74.95504431641143,71.21311051381737,22283043,0.0
2025-04-11,71.97579922084923,0,100000.0,100000.0,73.1434413397761,74.33477887610326,71.93072282036398,45742749,0.0
2025-04-14,70.18124041495561,0,100000.0,100000.0,72.8630774723933,73.96399918896901,69.75029074285399,14117166,0.0
2025-04-15,69.02832310551112,0,100000.0,100000.0,70.1799569720258,70.6319016052128,68.98305669683083,48515277,0.0
2025-04-16,66.43339926548362,0,100000.0,100000.0,69.45616387429736,70.09198586731401,65.24334260934262,33217974,0.0
2025-04-17,65.55313290534208,0,100000.0,100000.0,66.15139416328155,67.07749730054658,65.280784902362,21845061,0.0
2025-04-18,64.51032891998334,0,100000.0,100000.0,64.58734723462058,64.72302240462662,63.57163422772667,15366582,0.0
2025-04-21,63.84969145613638,0,100000.0,100000.0,65.01588243006192,66.17303752867842,62.666207242534945,6802659,0.0
2025-04-22,62.202321150165204,1500,4225.4628157954285,97528.94454104324,64.56710701263393,64.57702257106529,61.420193265386054,25934006,-2.471055458956762
2025-04-23,61.02464069285199,1500,4225.4628157954285,95762.42385507342,61.31060624096213,61.59526817603934,60.881274768497065,48169103,-1.8112783792368587
2025-04-24,61.238739100920206,1500,4225.4628157954285,96083.57146717575,61.92707284420331,63.026150837921946,60.20438523520855,35990190,0.33535869203598445
2025-04-25,60.53479735279071,1500,4225.4628157954285,95027.6588449815,61.45547643926799,62.82876461109456,60.39559052230127,45556227,-1.0989523037816775
2025-04-28,60.32683885188766,1500,4225.4628157954285,94715.72109362691,60.38248946227916,61.512764512877666,60.10214719304107,3108662,-0.32825995625489957
2025-04-29,59.74978671018857,1500,4225.4628157954285,93850.14288107828,61.797705041878594,61.92179993665459,58.50495458740725,30478859,-0.9138696327856719
2025-04-30,59.36677663165977,1500,4225.4628157954285,93275.62776328508,59.548135364400764,60.44068164263387,58.76726325367293,33599290,-0.6121622196368868
2025-05-01,58.43070097611283,1500,4225.4628157954285,91871.51427996467,59.884328709869486,61.1554715995534,57.34877060190896,16768262,-1.5053380148604005
2025-05-02,57.30356601118121,1500,4225.4628157954285,90180.81183256724,58.58918817168753,58.93659909571545,56.25713763871464,39872983,-1.8402901711680384
2025-05-05,57.90900387026216,1500,4225.4628157954285,91088.96862118867,58.21440963812416,58.51193634511267,57.350556508319805,10572102,1.007039934734173
2025-05-06,56.32568319511854,1500,4225.4628157954285,88713.98760847324,58.32998372680486,59.204379022108355,56.07940901204823,1223592,-2.607320127415492
2025-05-07,56.37495918510779,1500,4225.4628157954285,88787.90159345712,56.73291997301237,57.26874871470668,55.408880959591684,41469307,0.08331717125611804
2025-05-08,56.16341151467527,1500,4225.4628157954285,88470.58008780832,57.22506999922023,57.92706585113525,55.41846836539364,34529610,-0.35739273026380525
2025-05-09,55.701879255137335,1500,4225.4628157954285,87778.28169850144,55.62640593521503,55.91783993958223,54.07023202835216,12048820,-0.782518198275373
2025-05-12,56.09506141756142,1500,4225.4628157954285,88368.05494213756,56.02276721592576,56.35478834757529,55.45340176375271,38500894,0.6718897114685652
2025-05-13,56.87067383392692,1500,4225.4628157954285,89531.47356668582,56.25983457226901,57.26313694659437,55.733385503990874,17798856,1.3165601815158767
2025-05-14,57.88480752855924,1500,4225.4628157954285,91052.6741086343,56.89363408360553,59.03705356276097,55.891723676219584,10837715,1.6990679158379318
2025-05-15,57.14226695153032,1500,4225.4628157954285,89938.8632430909,57.30750234494386,58.40963404566459,56.895935439795416,41795301,-1.2232599167977318
2025-05-16,56.7593232261173,1500,4225.4628157954285,89364.44765497139,56.6497833117456,58.10615817241189,55.09928007455807,47517855,-0.6386733914647792
2025-05-19,58.39023875591503,1500,4225.4628157954285,91810.82094966798,56.93050343152507,60.092670981224124,55.4475663108453,5987175,2.737524103703781
2025-05-20,58.68685548901269,1500,4225.4628157954285,92255.74604931446,58.82585219862412,60.0327005930074,57.22250066112683,31876652,0.4846107409173455
2025-05-21,59.562650249257146,1500,4225.4628157954285,93569.43818968115,59.37184191727351,60.251550816706406,58.868627303770026,44163109,1.4239678249032541
2025-05-22,60.03074022181263,1500,4225.4628157954285,94271.57314851438,60.465465195714586,60.723250953478576,59.57462313710182,42139572,0.7503892001679825
2025-05-23,61.404553680390556,1500,4225.4628157954285,96332.29333638126,60.63180298933356,62.45991267078243,58.87183862250992,6607870,2.185940171615096
2025-05-26,62.162519825460805,1500,4225.4628157954285,97469.24255398664,62.32424762634143,62.68484319531954,60.63350651276247,5573107,1.1802368429403833
2025-05-27,63.678654855657506,1500,4225.4628157954285,99743.44509928169,61.310840593663336,64.31028154407379,61.24259361862005,35254773,2.3332514808816778
2025-05-28,65.3989087873875,1500,4225.4628157954285,102323.82599687668,64.14640896661224,65.87911724793547,63.174236940883816,13160013,2.587018019105475
2025-05-29,68.0803031866994,1500,4225.4628157954285,106345.91759584453,65.66459685446586,68.73668604438376,64.07749530197044,49073870,3.9307478583635223
2025-05-30,69.22890280287703,1500,4225.4628157954285,108068.81702011098,68.01967921362285,69.87908961885508,67.42628788873995,27418277,1.620089856964825
2025-06-02,70.8053372310932,1500,4225.4628157954285,110433.46866243523,69.21612681230205,71.93993351422306,68.58718406532701,1057965,2.1880980171034996
2025-06-03,72.49645836633312,1500,4225.4628157954285,112970.1503652951,70.19960685904077,74.0928528421994,68.64779924991522,28667307,2.2970225725806124
2025-06-04,73.88693452770461,1500,4225.4628157954285,115055.86460735234,71.99320264160652,75.27836486673264,70.22018911763588,44409062,1.846252514768693
2025-06-05,75.60695166296861,1500,4225.4628157954285,117635.89031024835,74.33804448336187,75.88663130552615,73.53271291588958,46710934,2.2424112944618506
2025-06-06,77.05419811777979,1500,4225.4628157954285,119806.75999246511,75.01492843604396,77.36994317797198,74.1676092121509,42726082,1.8454144194356006
2025-06-09,79.02051396146148,1500,4225.4628157954285,122756.23375798765,78.01629975675783,80.40607741641087,76.23023597596885,17072792,2.461859218718569
2025-06-10,80.90076490529773,1500,4225.4628157954285,125576.61017374202,79.47786943375458,81.65320338314369,77.75777318780484,37975758,2.2975423157040753
2025-06-11,83.0813581732954,1500,4225.4628157954285,128847.50007573853,81.21918127216063,83.33002384548088,81.0870879109614,8071087,2.6046967643664294
2025-06-12,83.92810607191764,1500,4225.4628157954285,130117.62192367189,81.88373843912339,84.3198675193604,79.44152798585891,39582940,0.9857559108145404
2025-06-13,86.6133931412613,1500,4225.4628157954285,134145.5525276874,83.813508393356,88.489502827367,83.52686290232798,29298939,3.0956073008914387
2025-06-16,89.01908968682123,1500,4225.4628157954285,137754.09734602727,87.18292699417816,91.52715857758307,86.78454527955299,5845683,2.6900219577500137
2025-06-17,91.41986662955618,1500,4225.4628157954285,141355.2627601297,88.32441880313479,92.7345142342897,85.96540931315526,15090428,2.6141984038823862
2025-06-18,94.5163273505351,1500,4225.4628157954285,145999.95384159806,91.80388161721018,95.48270723268742,89.70291874823732,14711821,3.285828196824968
2025-06-19,96.49572183705055,1500,4225.4628157954285,148969.04557137127,94.37139029687864,97.0138201055428,93.29670325579899,33042283,2.0336251153849747
2025-06-20,97.85856200334587,1500,4225.4628157954285,151013.30582081422,96.58930575674283,99.54749694818415,95.47758020575758,43712476,1.3722718311057025
2025-06-23,99.7030515851353,0,151013.30582081422,151013.30582081422,98.0385876103884,100.79861083073904,95.11513415132146,18105939,0.0
2025-06-24,100.74862717352315,0,151013.30582081422,151013.30582081422,100.1474000995694,102.90962822645653,99.220516576759,15291400,0.0
2025-06-25,103.72398534010577,0,151013.30582081422,151013.30582081422,100.7671690069826,105.48117465435926,100.459743742301,9110192,0.0
2025-06-26,105.31803449941594,0,151013.30582081422,151013.30582081422,104.44730075191359,107.0730798293233,103.83804634443773,15265351,0.0
2025-06-27,106.54116824418637,0,151013.30582081422,151013.30582081422,106.29927089545652,109.58665132945876,103.14515228788791,11751869,0.0
2025-06-30,109.0681826296093,0,151013.30582081422,151013.30582081422,108.70178022090533,111.68690462694416,107.1026664107849,38913916,0.0
2025-07-01,111.61630740051999,0,151013.30582081422,151013.30582081422,109.42767526185584,113.83329917730099,106.70744977390925,1015032,0.0
2025-07-02,113.92170686604615,0,151013.30582081422,151013.30582081422,113.71065604206062,116.23777199642186,113.43921464771128,3496132,0.0
2025-07-03,116.54731282818773,0,151013.30582081422,151013.30582081422,113.29678127007578,118.91144969125405,110.50087089226754,41046300,0.0
2025-07-04,118.74808075174829,0,151013.30582081422,151013.30582081422,115.27247284742708,121.41313178685972,112.1764312461912,11184097,0.0
2025-07-07,120.02791075600169,0,151013.30582081422,151013.30582081422,119.076323693842,120.96089266749698,117.84514336665862,9919375,0.0
2025-07-08,123.11199069472124,0,151013.30582081422,151013.30582081422,120.88215331563939,126.72995520796351,118.18478781494643,8190362,0.0
2025-07-09,126.42855893753564,0,151013.30582081422,151013.30582081422,121.92371151005078,128.97197284816653,120.47759586826386,8330270,0.0
2025-07-10,128.14065473114954,0,151013.30582081422,151013.30582081422,126.44953645487385,131.210324375158,126.3780431628511,44696360,0.0
2025-07-11,131.8216395979675,0,151013.30582081422,151013.30582081422,128.59157723646803,135.38723346210688,125.02955880424553,19447471,0.0
2025-07-14,132.9587026233653,0,151013.30582081422,151013.30582081422,132.89601918673523,133.21524260501593,131.74521266786914,9779111,0.0
2025-07-15,134.3788138459363,0,151013.30582081422,151013.30582081422,132.32680681272436,137.8205147792375,131.76673735898802,29103363,0.0
2025-07-16,135.78605832185679,0,151013.30582081422,151013.30582081422,134.10656596844456,137.29970648276117,131.66205842966912,35351371,0.0
2025-07-17,137.07132479153776,0,151013.30582081422,151013.30582081422,134.88530551655225,137.56998680321038,132.66223950403426,35427133,0.0
2025-07-18,139.1193665397718,0,151013.30582081422,151013.30582081422,135.28215741353523,141.53592201247847,132.95320108436445,15164616,0.0
2025-07-21,141.74397002849574,0,151013.30582081422,151013.30582081422,139.30717998076634,143.73154505268087,135.86738235213974,38913523,0.0
2025-07-22,144.3995875596332,0,151013.30582081422,151013.30582081422,141.4992089647971,146.11613774345196,139.05730330741278,31235751,0.0
2025-07-23,145.44094747228493,0,151013.30582081422,151013.30582081422,143.09315058380258,148.7138815720033,143.0356503949092,7667456,0.0
2025-07-24,147.49968938653916,0,151013.30582081422,151013.30582081422,148.4526156562606,150.02383934559862,145.94881800172473,11732379,0.0
2025-07-25,149.31822179695598,0,151013.30582081422,151013.30582081422,146.9232502631085,150.72296582417155,145.65540709761203,22768703,0.0
2025-07-28,151.7633332829995,0,151013.30582081422,151013.30582081422,148.11911901849305,152.78544730214486,148.10719853949539,1556893,0.0
2025-07-29,154.68485100063546,0,151013.30582081422,151013.30582081422,151.0203958814591,157.3096568959604,149.6027541461357,44518254,0.0
2025-07-30,155.8280924578424,0,151013.30582081422,151013.30582081422,158.14529269500082,162.4987054341954,153.35317118157462,20253513,0.0
2025-07-31,158.35227508209906,0,151013.30582081422,151013.30582081422,157.00231884920234,159.51954172635953,155.28596941888728,37313183,0.0
2025-08-01,160.74262893361993,0,151013.30582081422,151013.30582081422,160.17555196180018,162.91793601298357,157.62027187374642,2178469,0.0
2025-08-04,162.53985377750828,0,151013.30582081422,151013.30582081422,161.61380846045876,166.67135036349669,160.9416378797916,44256392,0.0
2025-08-05,161.99428632759452,0,151013.30582081422,151013.30582081422,164.20462879653306,167.01454129833868,161.68956766297904,37558299,0.0
2025-08-06,163.42485046245602,0,151013.30582081422,151013.30582081422,162.77443039127962,167.25878015796965,162.14236608956793,48359174,0.0
2025-08-07,165.48354910225814,0,151013.30582081422,151013.30582081422,162.27353223621455,167.4139197691805,159.56730088279923,30001963,0.0
2025-08-08,166.4115458554302,0,151013.30582081422,151013.30582081422,163.50896271923162,168.78196971463666,159.30838092428564,20184190,0.0
2025-08-11,166.9667639006775,0,151013.30582081422,151013.30582081422,166.36233845014502,171.0136184744212,165.23753418522648,37746339,0.0
2025-08-12,167.41346313918663,0,151013.30582081422,151013.30582081422,167.66716315889147,169.8361042696319,165.9627050951679,46723586,0.0
2025-08-13,168.830646224198,0,151013.30582081422,151013.30582081422,167.3261754730046,168.91059876142742,163.34333119712724,37194351,0.0
2025-08-14,169.43880372701514,0,151013.30582081422,151013.30582081422,167.72584019893688,169.5807186078299,166.1892258664949,37857814,0.0
2025-08-15,169.70846110228544,0,151013.30582081422,151013.30582081422,170.49970159117862,175.0520501737477,165.8956955786532,49920770,0.0
2025-08-18,169.85775482081894,0,151013.30582081422,151013.30582081422,169.23485154826813,170.1994916239965,165.9866039914596,36281556,0.0
2025-08-19,170.83907393132012,0,151013.30582081422,151013.30582081422,171.2309639269121,173.7822778606824,170.52264462750136,13308521,0.0
2025-08-20,171.44488108352846,0,151013.30582081422,151013.30582081422,173.64804715250332,176.4846922841955,167.02954444024766,38108323,0.0
2025-08-21,171.67456748144815,0,151013.30582081422,151013.30582081422,173.49629641508716,173.82963977922415,167.0495002670585,24828375,0.0
2025-08-22,171.8884787061219,0,151013.30582081422,151013.30582081422,172.19741735835888,172.7093042696761,168.97224362758425,37641489,0.0
2025-08-25,172.6202961113885,0,151013.30582081422,151013.30582081422,171.76654328679527,177.23430924054446,168.98326804165862,5885903,0.0
2025-08-26,171.65905995628154,0,151013.30582081422,151013.30582081422,170.42091131166487,174.72490340162105,170.3511575764005,37009793,0.0
2025-08-27,172.19109706033456,0,151013.30582081422,151013.30582081422,170.46239769291788,174.80280264511762,166.21292158973182,31666826,0.0
2025-08-28,172.30561194586184,0,151013.30582081422,151013.30582081422,172.0249389567008,174.03393120284264,167.99115274630665,3803977,0.0
2025-08-29,173.07398998859117,0,151013.30582081422,151013.30582081422,172.01543811655213,175.21709750266578,169.48072345869633,45034890,0.0
2025-09-01,173.87133344926752,0,151013.30582081422,151013.30582081422,172.93177078615872,176.31160048882785,172.5465074195091,18121910,0.0
2025-09-02,175.08481051506814,0,151013.30582081422,151013.30582081422,173.84337248074098,176.24844289144139,171.84370833818863,10127430,0.0
2025-09-03,173.90473156707841,0,151013.30582081422,151013.30582081422,178.24048235148453,181.63972431965004,170.73176603553125,14501302,0.0
2025-09-04,174.29660893055345,0,151013.30582081422,151013.30582081422,175.33635521718932,178.68938192960798,173.5950976096751,6094146,0.0
2025-09-05,173.413015816972,0,151013.30582081422,151013.30582081422,176.73110317833724,180.3652151431807,170.9147365500574,6423222,0.0
2025-09-08,172.4745535637732,0,151013.30582081422,151013.30582081422,173.79485264412935,177.11803838422162,170.26291666047442,21110993,0.0
2025-09-09,172.0901507120152,0,151013.30582081422,151013.30582081422,171.53691626744563,177.23620735677514,168.5639245644024,39548859,0.0
2025-09-10,171.49504530687756,0,151013.30582081422,151013.30582081422,174.05613438197884,178.31065388021494,171.06600004850227,49644988,0.0
2025-09-11,170.02875523816135,0,151013.30582081422,151013.30582081422,172.59101332739488,174.23103879679147,165.53776356209036,31614068,0.0
2025-09-12,170.50743210792785,0,151013.30582081422,151013.30582081422,170.24755080967515,173.0040512946894,166.6465534112821,38949628,0.0
2025-09-15,170.59012571215843,0,151013.30582081422,151013.30582081422,169.93426114912532,172.14596422229388,165.56512094250715,28294507,0.0
2025-09-16,168.8964232602554,0,151013.30582081422,151013.30582081422,171.4444812478252,173.6429218099652,164.85216133137823,5562333,0.0
2025-09-17,168.2938995229611,0,151013.30582081422,151013.30582081422,168.21103076360473,169.08031431291553,163.42550501679708,20734140,0.0
2025-09-18,167.86499174569946,0,151013.30582081422,151013.30582081422,170.7878502154275,174.51048441162072,166.1582937076229,41919197,0.0
