时间,收盘,支撑,阻力,longcross_support,longcross_resistance,压力信号
2025-09-29 10:51:00,27.24,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:52:00,27.25,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:53:00,27.24,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:54:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:55:00,27.24,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:56:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:57:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:58:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 10:59:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:00:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:01:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:02:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:03:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:04:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:05:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:06:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:07:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:08:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:09:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:10:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:11:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:12:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:13:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:14:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:15:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:16:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:17:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:18:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:19:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:20:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:21:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:22:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:23:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:24:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:25:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:26:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:27:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:28:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:29:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 11:30:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:00:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:01:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:02:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:03:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:04:00,27.2,27.207222222222224,27.465555555555557,True,False,False
2025-09-29 13:05:00,27.2,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:06:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:07:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:08:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:09:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:10:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:11:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:12:00,27.2,27.207222222222224,27.465555555555557,True,False,False
2025-09-29 13:13:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:14:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:15:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:16:00,27.21,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:17:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:18:00,27.24,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:19:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:20:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:21:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:22:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:23:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:24:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:25:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:26:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:27:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:28:00,27.23,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:29:00,27.22,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:30:00,27.24,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:31:00,27.26,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:32:00,27.27,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:33:00,27.28,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:34:00,27.3,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:35:00,27.29,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:36:00,27.3,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:37:00,27.3,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:38:00,27.3,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:39:00,27.31,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:40:00,27.33,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:41:00,27.35,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:42:00,27.37,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:43:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:44:00,27.36,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:45:00,27.37,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:46:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:47:00,27.41,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:48:00,27.43,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:49:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:50:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:51:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:52:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:53:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:54:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:55:00,27.43,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:56:00,27.44,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:57:00,27.44,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:58:00,27.44,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 13:59:00,27.48,27.207222222222224,27.465555555555557,False,True,True
2025-09-29 14:00:00,27.47,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:01:00,27.46,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:02:00,27.47,27.207222222222224,27.465555555555557,False,False,True
2025-09-29 14:03:00,27.47,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:04:00,27.47,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:05:00,27.48,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:06:00,27.48,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:07:00,27.49,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:08:00,27.48,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:09:00,27.47,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:10:00,27.46,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:11:00,27.44,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:12:00,27.44,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:13:00,27.42,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:14:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:15:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:16:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:17:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:18:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:19:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:20:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:21:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:22:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:23:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:24:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:25:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:26:00,27.41,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:27:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:28:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:29:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:30:00,27.41,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:31:00,27.43,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:32:00,27.41,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:33:00,27.41,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:34:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:35:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:36:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:37:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:38:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:39:00,27.36,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:40:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:41:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:42:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:43:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:44:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:45:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:46:00,27.38,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:47:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:48:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:49:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:50:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:51:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:52:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:53:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:54:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:55:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:56:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:57:00,27.4,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:58:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 14:59:00,27.39,27.207222222222224,27.465555555555557,False,False,False
2025-09-29 15:00:00,27.3,27.207222222222224,27.465555555555557,False,False,False
