date,open,high,low,close,volume,H1,H2,VAR1,生命线,H2_cross_H1,H1_cross_H2,price_above_lifeline,price_below_lifeline,VAR1_turn_positive,VAR1_turn_negative,买入信号,卖出信号,position,capital,total_value,daily_return
2024-12-05,53.05419856360547,55.39946192005785,52.45319567853229,55.04458524607563,49943187,38.82530549035374,50.140526609506935,11.315221119153193,,0,0,0,0,0,0,False,False,200,2917.501124158126,13926.418173373251,2.4572877505772914
2024-12-06,55.08300751425149,58.700481601330054,54.55856175662158,57.76483630547446,30933317,39.32371419601482,51.834817653055275,12.511103457040456,,0,0,0,0,0,0,False,False,200,2917.501124158126,14470.468385253018,3.9066054537983694
2024-12-09,57.54226053698453,60.050307200939265,56.77847775482089,59.746031827656644,44353746,39.86114360737381,53.59286524741113,13.731721640037321,,0,0,0,0,0,0,False,False,200,2917.501124158126,14866.707489689456,2.7382603927337166
2024-12-10,59.81385393688036,62.32387506528278,58.69314599304643,61.485819991238785,37894648,40.430214038528156,55.34685519048394,14.916641151955787,,0,0,0,0,0,0,False,False,200,2917.501124158126,15214.665122405884,2.3405157662363947
2024-12-11,61.892936465881576,66.3401871602498,60.98611570049535,65.34662072771276,21610500,41.085908951401436,57.569025309868124,16.483116358466688,,0,0,0,0,0,0,False,False,200,2917.501124158126,15986.82526970068,5.075104454041996
2024-12-12,66.383029121237,68.93609501165719,66.0976612530106,68.12454267558182,14245696,41.79745194414303,59.91469583558228,18.11724389143925,,0,0,0,0,0,0,False,False,200,2917.501124158126,16542.40965927449,3.475264038988355
2024-12-13,67.28128652783856,71.87495378561962,67.23932569894066,71.2033972518625,36402297,42.57129261013564,62.42329615031122,19.852003540175573,,0,0,0,0,0,0,False,False,200,2917.501124158126,17158.180574530626,3.7223773799538633
2024-12-16,72.7221894791338,73.93160536182434,72.34074116867109,73.3276190882732,15921595,43.38066962271821,64.84647902541387,21.465809402695662,,0,0,0,0,0,0,False,False,200,2917.501124158126,17583.024941812764,2.476045554111786
2024-12-17,71.89619958237068,76.68359448571466,71.04052274891689,76.15225239995235,25363941,44.24307969580332,67.35887310864464,23.115793412841327,,0,0,0,0,0,0,False,False,200,2917.501124158126,18147.951604148595,3.2129094066881776
2024-12-18,76.03666463127534,80.99202532331502,75.9584596846095,79.51381711572586,49123406,45.1712569963276,70.05997177688491,24.888714780557308,52.37253250231954,0,0,1,0,0,0,False,False,200,2917.501124158126,18820.264547303297,3.704621644467095
2024-12-19,79.98161058335035,83.42748346922669,79.18760714554298,82.06420110674946,43862524,46.14212394660186,72.7275782946326,26.58545434803073,54.16932100999805,0,0,1,0,0,0,False,False,200,2917.501124158126,19330.34134550802,2.710253072812461
2024-12-20,82.29479483818115,87.40427464633144,81.31245364213613,85.74926762967974,38571568,47.184417201419706,75.62128703575418,28.436869834334473,56.10535075040077,0,0,1,0,0,0,False,False,200,2917.501124158126,20067.354650094076,3.812727832441115
2024-12-23,85.21530735190005,89.03142221986549,84.64565343417081,88.8106438908336,48424280,48.27984421956218,78.55225522577183,30.27241100620965,58.12927078500124,0,0,1,0,0,0,False,False,200,2917.501124158126,20679.629902324847,3.0511009692445965
2024-12-24,88.6258091802112,93.48856515213268,87.25935482293374,92.14169775219027,40304715,49.43410352305239,81.5721313427537,32.138027819701314,60.2217078623413,0,0,1,0,0,0,False,False,200,2917.501124158126,21345.84067459618,3.2215797643285518
2024-12-25,91.68743832106145,97.09129667216759,91.49196390587474,95.30276781834802,2074961,50.64117363608649,84.62338389288578,33.98221025679929,62.41729026507229,0,0,1,0,0,0,False,False,200,2917.501124158126,21978.05468782773,2.9617667576051603
2024-12-26,94.74108689243431,100.58548627290526,94.59871419026757,100.22221468759035,22402894,51.94593787428396,88.08979073615347,36.14385286186951,64.77755254266388,0,0,1,0,0,0,False,False,200,2917.501124158126,22961.944061676197,4.476689988369992
2024-12-27,101.07370472525703,104.00787553923065,99.60169001868152,103.86973654378001,12950571,53.31235362874438,91.59644536007048,38.28409173132609,67.19871816941671,0,0,1,0,0,0,False,False,200,2917.501124158126,23691.448432914127,3.1770148436842645
2024-12-30,104.2405675884724,108.39718032559318,103.20756166774254,106.81393999435625,20155151,55.853990917004154,94.9781108343562,39.12411991735205,69.66962772922659,0,0,1,0,0,0,False,False,200,2917.501124158126,24280.289123029375,2.4854566903439386
2024-12-31,106.0738159550594,112.37189241037638,104.61338657302545,111.0954652546759,13866619,58.495292678750474,98.5597451499828,40.06445247123233,72.26913634146567,0,0,1,0,0,0,False,False,200,2917.501124158126,25136.59417509331,3.526749816383962
2025-01-01,112.09487992171894,115.88000373290316,111.1200415555696,113.96128593418763,3474968,61.19198565076388,101.98230976869499,40.79032411793111,74.90975879425429,0,0,1,0,0,0,False,False,200,2917.501124158126,25709.758310995654,2.280198072618235
2025-01-02,114.3114884198482,118.16552665154856,113.74815675646342,117.83612195518653,40720592,63.968999550703124,105.50537914347089,41.536379592767766,77.6517042341307,0,0,1,0,0,0,False,False,200,2917.501124158126,26484.725515195434,3.0142920630581695
2025-01-03,118.79396715286912,122.10654052809767,116.84787887645656,120.19480060850839,48123764,66.78181107445096,108.76969502459033,41.98788395013938,80.43115359625209,0,0,1,0,0,0,False,False,200,2917.501124158126,26956.461245859806,1.781161486433818
2025-01-06,120.95158173963213,123.48695513320608,119.01776943905061,122.99098826612364,23749774,69.63649931126317,111.92998241159773,42.29348310033457,83.24043943265029,0,0,1,0,0,0,False,False,200,2917.501124158126,27515.698777382855,2.074595498357343
2025-01-07,121.97139910951373,127.2590809299562,120.2767370993826,126.84390575011014,3442266,72.55815631105847,115.24418759793383,42.68603128687536,86.1729258057426,0,0,1,0,0,0,False,False,200,2917.501124158126,28286.282274180154,2.8005230869538997
2025-01-08,126.13335023945271,131.4895275605619,125.4468186812489,131.05895747604575,5437677,75.55739313142341,118.75858090418093,43.20118777275752,89.23231073034246,0,0,1,0,0,0,False,False,200,2917.501124158126,29129.292619367276,2.980279758986304
2025-01-09,132.03835268420545,137.05093884030228,130.47969098506357,134.85396620444078,48347699,78.62133448049543,122.33533319312757,43.71399871263213,92.36613398086001,0,0,1,0,0,0,False,False,200,2917.501124158126,29888.294365046284,2.6056305437859093
2025-01-10,135.67707471591038,140.26053904869227,134.69755706819788,138.41902009945923,10607366,81.73948463226142,125.90948583897905,44.17000120671763,95.57284301368246,0,0,1,0,0,0,False,False,200,2917.501124158126,30601.305144049973,2.385585374311422
2025-01-13,138.3900883179089,143.3029885943891,138.1366072935887,141.81937238920412,6241218,84.90489909441395,129.4450161834735,44.540117089059564,98.80570978613362,0,0,1,0,0,0,False,False,200,2917.501124158126,31281.375601998952,2.2223576894765555
2025-01-14,141.98576534785332,145.3909316367888,139.38085594633367,144.35495248705766,27821567,88.08827442116386,132.75833536204777,44.670060940883914,102.0598990422644,0,0,1,0,0,0,False,False,200,2917.501124158126,31788.491621569658,1.6211436032189688
2025-01-15,146.19932504031684,149.9610444307729,145.799269210451,147.3754872877448,6481140,91.29807892835461,136.006591345536,44.708512417181396,105.3633477844377,0,0,1,0,0,0,False,False,200,2917.501124158126,32392.598581707083,1.9003951723444372
2025-01-16,146.5036560707931,151.7074384897591,143.71939114139744,150.5259748424205,24991831,94.53508997234373,139.23312101151032,44.698031039166594,108.63947678884955,0,0,1,0,0,0,False,False,200,2917.501124158126,33022.696092642225,1.9451897610060034
2025-01-17,151.34949850876407,157.20848242439993,149.99944350738005,154.68221423558,32247234,97.82174104087622,142.66625283908135,44.84451179820513,111.96861800269564,0,0,1,0,0,0,False,False,200,2917.501124158126,33853.94397127413,2.5172017339223687
2025-01-20,154.3694581637736,159.66742569665135,153.7978807655118,158.27732373491,39535694,101.13733713800134,146.13537970482105,44.998042566819706,115.31761517512055,0,0,1,0,0,0,False,False,200,2917.501124158126,34572.96587114013,2.123894044593757
2025-01-21,157.932783752168,161.54002385269874,156.22110524941996,160.3313040144849,6290717,104.43407449481282,149.290029551413,44.85595505660018,118.6639107492056,0,0,1,0,0,0,False,False,200,2917.501124158126,34983.76192705511,1.1882002181880864
2025-01-22,162.09298726948526,165.29073766289724,159.26301930425197,163.7752279158949,35072781,107.74566445396201,152.50896252129786,44.76329806733585,122.03402519212646,0,0,1,0,0,0,False,False,200,2917.501124158126,35672.546707337104,1.9688699623504933
2025-01-23,165.1270554227051,167.65182048162015,162.70885263470439,166.6473440360067,20659206,111.05445937145856,155.65082508012205,44.596365708663484,125.38531468906037,0,0,1,0,0,0,False,False,200,2917.501124158126,36246.96993135946,1.6102669336591275
2025-01-24,168.00303623787875,171.76611318126066,165.2929418028341,169.23566969871726,1797968,114.34799781228831,158.66967943980987,44.321681627521556,128.7380634810591,0,0,1,0,0,0,False,False,200,2917.501124158126,36764.63506390157,1.4281611222190687
2025-01-27,171.4450055007797,174.37846625954518,169.18610314218887,172.64264668577576,37210403,117.64455325789054,161.77478327224674,44.1302300143562,132.08011652167818,0,0,1,0,0,0,False,False,200,2917.501124158126,37446.030461313276,1.8533990510917677
2025-01-28,172.67890827387623,177.07475143312297,170.28807704618558,176.25617301368754,30163439,120.9520599849884,164.99286988145582,44.04080989646742,135.44340610332642,0,0,1,0,0,0,False,False,200,2917.501124158126,38168.73572689563,1.9299916618104762
2025-01-29,177.45815722264518,182.94281638873542,174.44422331367988,179.70957313736739,32007736,124.26516117322733,168.2632483827695,43.99808720954216,138.81140131044862,0,0,1,0,0,0,False,False,200,2917.501124158126,38859.4157516316,1.809543888689182
2025-01-30,179.15199407350613,183.2262886570386,178.25742364063643,181.8302280901566,20651515,127.54498422545447,171.27813276218885,43.733148536734376,142.13938055167202,0,0,1,0,0,0,False,False,200,2917.501124158126,39283.54674218944,1.0914497358083348
2025-01-31,182.41966050827787,186.22842231427992,180.6340457940367,184.225694250271,8339838,130.7941801587973,174.15536864842932,43.36118848963201,145.37028361177514,0,0,1,0,0,0,False,False,200,2917.501124158126,39762.639974212325,1.2195773339079623
2025-02-03,183.98593730484365,190.36046675416415,183.17194877496644,186.97079060912094,47791381,134.02015465880268,177.00324019524967,42.98308553644699,148.56647799890362,0,0,1,0,0,0,False,False,200,2917.501124158126,40311.65924598231,1.3807415003783552
2025-02-04,187.15214473172676,192.43888964165112,183.45526101213707,190.06596174068176,17520181,137.23258321253624,179.9060672053457,42.67348399280945,151.76847883530075,0,0,1,0,0,0,False,False,200,2917.501124158126,40930.69347229447,1.5356208052236409
2025-02-05,191.19715266494566,192.4889653772922,187.58712351104907,192.03998342129987,15467188,140.39695483282355,182.60249303111328,42.20553819828973,154.88172953401707,0,0,1,0,0,0,False,False,200,2917.501124158126,41325.4978084181,0.9645679137854468
2025-02-06,190.46867255686865,197.76370712876425,190.31848110837848,194.11499693291066,3938199,143.5153826166627,185.1608272315127,41.64544461485002,157.96456457242948,0,0,1,0,0,0,False,False,200,2917.501124158126,41740.500510740254,1.0042291668114367
2025-02-07,198.1766344289321,200.66457581616473,192.68180102192207,195.43974972448763,49841287,146.56403526273908,187.4450322299516,40.880996967212525,160.94931948663336,0,0,1,0,0,0,False,False,200,2917.501124158126,42005.45106905565,0.6347565435810253
2025-02-10,193.47359187189977,197.91160751481993,189.89336956502297,196.594793511632,9998604,149.5355742451059,189.47831251476947,39.94273826966358,163.88778075213816,0,0,1,0,0,0,False,False,200,2917.501124158126,42236.45982648452,0.5499494745315289
2025-02-11,194.2077619154802,199.60288732346126,193.5063792427943,199.04844952095692,39464208,152.46481185158925,191.60500962725555,39.14019777566631,166.8130677234779,0,0,1,0,0,0,False,False,200,2917.501124158126,42727.19102834951,1.161866320901439
2025-02-12,201.3536512583924,204.97910036392483,199.06649434066117,201.77481465598095,43721553,155.36443325874956,193.86496630030564,38.50053304155608,169.69502575831905,0,0,1,0,0,0,False,False,200,2917.501124158126,43272.464055354314,1.2761733544407734
2025-02-13,203.3721905894252,205.91581032130392,199.64849337863592,203.39343575635962,37857821,158.20429534626462,195.98240395720654,37.77810861094193,172.47712107679266,0,0,1,0,0,0,False,False,200,2917.501124158126,43596.188275430046,0.7481067398002169
2025-02-14,204.6628544954983,207.8514046428458,204.52390487797805,205.65720232830873,9025407,161.00123572517896,198.13235915078482,37.131123425605864,175.20032246617222,0,0,1,0,0,0,False,False,200,2917.501124158126,44048.94158981987,1.0385158251208586
2025-02-17,206.9494401236172,211.0716835132489,204.06282544686525,207.3644525900751,22131601,163.74242276706707,200.18393547062712,36.44151270356005,177.85206986965744,0,0,1,0,0,0,False,False,200,2917.501124158126,44390.39164217314,0.7751606282230901
2025-02-18,207.33905713660116,211.54531726976379,206.1060158800186,208.26064203936235,49055661,166.4029411592834,201.97875915256827,35.575817993284886,180.40750331774046,0,0,1,0,0,0,False,False,200,2917.501124158126,44569.629532030594,0.403776320115113
2025-02-19,206.39201432457972,210.39252081689938,202.5762544686249,209.75622581043947,26554414,169.0003957766123,203.70708507653967,34.706689299927376,182.9229369071013,0,0,1,0,0,0,False,False,200,2917.501124158126,44868.746286246016,0.6711223704483728
2025-02-20,209.91523059069894,213.29328858933548,205.83843228168118,211.9717630634076,27931806,171.55312674786117,205.54368018473255,33.99055343687138,185.40740905231908,0,0,1,0,0,0,False,False,200,2917.501124158126,45311.85373683964,0.9875636991654837
2025-02-21,210.53637144472503,214.042157638485,206.5603226388292,212.98367503440852,14476005,174.026431421573,207.19701237354943,33.17058095197643,187.80962829047246,0,0,1,0,0,0,False,False,200,2917.501124158126,45514.23613103983,0.4466433780784426
2025-02-24,215.0605208786274,218.26039042235544,212.97679293835935,215.01606644875466,45721695,176.45101864007657,208.93457994581726,32.48356130574069,190.13016106790226,0,0,1,0,0,0,False,False,200,2917.501124158126,45920.71441390905,0.8930794349682948
2025-02-25,214.69986945162623,214.84385763882958,210.33198192593818,214.02190208276218,4151882,178.7435686713976,210.06509597624947,31.321527304851855,192.2741833120504,0,0,1,0,0,0,False,False,200,2917.501124158126,45721.88154071056,-0.4329916808486537
2025-02-26,212.25515728054697,217.79648557355168,208.6699579722019,215.34206118577762,33134444,180.9693009430958,211.23775491170016,30.268453968604376,194.38998166479243,0,0,1,0,0,0,False,False,200,2917.501124158126,45985.91336131365,0.577473655295661
2025-02-27,214.6499822900028,219.35060173269417,213.2800840713949,216.0559273642023,31319320,183.11300215715454,212.30845990114508,29.195457743990545,196.40077779741966,0,0,1,0,0,0,False,False,200,2917.501124158126,46128.68659699858,0.31047167545233595
2025-02-28,216.948090247116,220.75234285691116,212.82314579489082,216.410872209875,4210016,185.16541167692785,213.22010708086285,28.054695403935,198.31475965026073,0,0,1,0,0,0,False,False,200,2917.501124158126,46199.675566133126,0.15389332402792533
2025-03-03,215.1909109882907,218.4384711856661,215.03163685573173,216.95415008462368,7737320,187.13046964670988,214.04989441503193,26.919424768322045,200.15008581894944,0,0,1,0,0,0,False,False,200,2917.501124158126,46308.33114108286,0.23518687873510777
2025-03-04,215.1703088136001,219.5076123587251,212.60431733581547,215.96043073352465,36943815,188.96421571402738,214.47445804136365,25.51024232733627,201.81615443617056,0,0,1,0,0,0,False,False,200,2917.501124158126,46109.587270863056,-0.4291751944467886
2025-03-05,216.48669868510507,216.9657046751697,215.1325407458785,216.1267620507997,24773962,190.6989111078055,214.8416367101272,24.14272560232172,203.34963862990566,0,0,1,0,0,0,False,False,200,2917.501124158126,46142.85353431806,0.0721460881000515
2025-03-06,216.65620036904386,220.3239831154613,216.10124351167607,216.6235961591718,49018519,192.3483255760417,215.23762769880378,22.889302122762075,204.7694087461289,0,0,1,0,0,0,False,False,200,2917.501124158126,46242.22035599248,0.21534607000522074
2025-03-07,215.52543762219935,218.39162670967016,215.19373017304807,217.83619381054223,23750760,193.93691359129073,215.81508683474564,21.87817324345491,206.15425358152837,0,0,1,0,0,0,False,False,200,2917.501124158126,46484.73988626657,0.5244547697041163
2025-03-10,216.8101018941936,219.31627140315575,213.79085308527513,217.58737741052448,33942480,195.4233594313747,216.2089291849187,20.785569753543996,207.43739524153807,0,0,1,0,0,0,False,False,200,2917.501124158126,46434.97660626302,-0.10705293850262441
2025-03-11,218.09228878350373,221.5699682066906,215.6006253996878,217.07620071675817,39836811,196.80257483925178,216.40165619199414,19.59908135274236,208.59529563029338,0,0,1,0,0,0,False,False,200,2917.501124158126,46332.74126750976,-0.22016881718311174
2025-03-12,213.9327542450615,217.37544918755356,210.8317272126925,216.72563020912366,10825144,198.0801890879871,216.4736504180229,18.39346133003582,209.62066749446421,0,0,1,0,0,0,False,False,200,2917.501124158126,46262.627165982856,-0.15132733269997312
2025-03-13,213.67529547414094,218.31465400900225,213.39599476551447,217.31824379700285,37097069,199.28449995803456,216.661337835574,17.37683787753943,210.5929082781451,0,0,1,0,0,0,False,False,200,2917.501124158126,46381.14988355869,0.2561953888839759
2025-03-14,215.756933432716,220.5980068818055,214.39641190409006,217.45683177650156,9033951,200.40771211346132,216.83811426689124,16.430402153429924,211.49067115674475,0,0,1,0,0,0,False,False,200,2917.501124158126,46408.86747945844,0.05976047590310437
2025-03-17,216.9926763628718,220.11752946575552,214.61578688733186,216.95671202654597,12779534,201.4367873611463,216.86446932459228,15.427681963445991,212.31824662990084,0,0,1,0,0,0,False,False,200,2917.501124158126,46308.84352946732,-0.2155276683607746
2025-03-18,217.63124685830917,220.42192203361077,213.72054602555087,217.15473155748873,38712981,202.39627436849784,216.92897204301372,14.532697674515873,213.1090134778184,0,0,1,0,0,0,False,False,200,2917.501124158126,46348.44743565587,0.08552125937533349
2025-03-19,220.35853738992222,223.41688667485784,215.65173294667048,217.03534412999363,32029339,203.27928110430696,216.9526102845648,13.673329180257838,213.8008171166275,0,0,1,0,0,0,False,False,200,2917.501124158126,46324.56995015685,-0.05151733622181667
2025-03-20,218.89676864467413,221.2727811829395,214.78330578757982,217.50600848830106,10734816,204.1056769444021,217.07558766317288,12.969910718770791,214.4058630332552,0,0,1,0,0,0,False,False,200,2917.501124158126,46418.70282181833,0.2032029045553223
2025-03-21,217.15813257574274,218.251736844074,212.95179563040855,216.79327600048163,44721639,204.84629192132817,217.0128517381304,12.16655981680222,214.92124150418297,0,0,1,0,0,0,False,False,200,2917.501124158126,46276.15632425445,-0.3070884985973387
2025-03-24,216.75205014039832,218.25065644674422,213.6702860948182,216.33494061972405,42965471,205.5127768888519,216.86220482292896,11.349427934077056,215.3319237461605,0,0,1,0,0,0,False,False,200,2917.501124158126,46184.48924810293,-0.19808705699153928
2025-03-25,214.16611931403955,216.61401323087023,213.16827878073107,215.83012806141198,17052465,206.10585102801633,216.63285443148072,10.527003403464391,215.65752664890422,0,0,1,0,0,0,False,False,200,2917.501124158126,46083.52673644052,-0.2186069680667855
2025-03-26,215.7901711362914,219.7108651782723,214.47562411908396,214.58034268044543,43590048,206.60653911493995,216.17674070902842,9.570201594088473,215.90059205817664,0,0,0,1,0,0,False,True,200,2917.501124158126,45833.56966024721,-0.5424000589687079
2025-03-27,213.9609379838739,217.07735254330785,210.23759455990276,214.57374134188538,9962049,207.05040732110848,215.82051862744106,8.77011130633258,216.08588111707837,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-03-28,215.2662106308075,216.99200594106148,214.46922547562326,214.5604969828751,13851424,207.4389145233667,215.54051381753752,8.101599294170825,216.1854478062887,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-03-31,212.7855861591931,216.3734909986706,209.0631079964624,214.39247960199506,42839392,207.77301519857014,215.28539510297253,7.512379904402394,216.2396325973497,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-01,215.50591947160325,219.58882281366675,211.82277038791574,214.0875474636424,33356072,208.05493451985973,215.01920673867696,6.964272218817229,216.20392032869157,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-02,217.36895061151054,218.03562728291342,208.9931176007879,212.9934224613716,30536204,208.26494936642604,214.56903245483133,6.304083088405292,216.16436342017653,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-03,212.7617704988993,215.2563164384826,209.24236047948025,212.63941650282322,19827165,208.42831681328713,214.14022890994062,5.711912096653492,216.0604155477552,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-04,213.49361396471787,215.6536940110955,208.1511612681347,212.3901895663528,9388512,208.55204254082884,213.7513312780322,5.199288737203375,215.91942563245328,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-07,213.85598769862884,216.47125068765658,210.38971077984226,211.87585811685327,2947763,208.63054249691797,213.3345594644369,4.704016967518925,215.74500201349093,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-08,211.02576879910467,211.94984434816817,207.78783882939746,211.87310313128017,28050901,208.68208998112723,213.00979139040209,4.327701409274852,215.54957713067003,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-09,212.3478948263758,216.05176834821663,210.62829407401674,212.33517549558312,42208934,208.7267479892271,212.85987674710896,4.133128757881849,215.41014423690305,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-10,212.36191359188226,217.897732969344,210.32376749160565,213.90994554833057,34138881,208.8009478995668,213.09322536960264,4.2922774700358275,215.32488206373117,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-11,214.1188844375501,216.79071942396976,211.43166904229437,214.36779236480749,38436581,208.8813058021178,213.37646247964815,4.49515667753036,215.2381203793325,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-14,212.71070835639253,217.9659872758162,208.99389879972563,214.9707956380025,22650278,208.9703859002401,213.73075873706023,4.760372836820125,215.12791275731175,0,0,0,1,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-15,215.02348535461923,219.40896924302072,210.79146420607728,215.43421072152026,9439469,209.0690780580871,214.1093036224958,5.040225564408701,215.04509865388854,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-16,216.50706940967157,219.56951269144142,211.40594526901646,214.70498795034348,25455289,209.14580335894695,214.24167791757304,5.095874558626093,214.95389816287255,0,0,0,1,0,0,False,True,0,45833.56966024721,45833.56966024721,0.0
2025-04-17,217.820665658602,218.4851887759322,213.60437595384485,215.4041499254417,16941617,209.24180058338916,214.50000503043273,5.258204447043568,214.90307199811556,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-18,217.47045909385326,219.97697297897167,214.45051021556537,216.27307369567853,39400142,209.36502682723378,214.89402028937624,5.528993462142466,214.86287314806466,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-21,220.9298275788149,223.61065659055163,215.7084937789032,218.938192497463,43664041,209.56641892642807,215.79272522450663,6.226306298078555,214.9198485604093,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-22,217.25817561310257,221.7283348968739,216.22064987174807,219.86331935224118,49243574,209.8005748559601,216.6973016973365,6.89672684137642,215.03164114985913,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-23,221.78123245952983,225.04782266382117,220.7688771965929,221.25774225357125,47462256,210.08348007702483,217.71073293205535,7.62725285503052,215.1894492535546,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-24,221.66340063607035,226.70351928957993,220.09126556799924,222.54474981876638,15391234,210.41710789193067,218.78495890688,8.367851014949338,215.40134947235356,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-25,227.41804127801964,231.627860843497,221.88805522870214,223.17011842437293,25035962,210.78291390436127,219.7594387996562,8.976524895294943,215.61919985451019,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
2025-04-28,221.36623818372368,227.5833351659076,220.05438590435102,225.54960234705564,2443717,211.23019007889482,221.04614181018943,9.815951731294604,215.9559816370707,0,0,1,0,0,0,False,False,0,45833.56966024721,45833.56966024721,0.0
